,feature_00,feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target_00,target_01
7252,8.206,12.346666656,50993323.0,51.45801666666667,155.1838833333333,438081.0,438081.0,1179.163,561.15,1001.319,357800.0,99800.0,1821900.0000000002,104200.0,0.5884400000000001,1.165,0.98,1.0
7253,9.3,13.889999988,72778886.0,59.340199999999996,162.74051666666668,644915.0,644915.0,1332.9679999999998,561.15,1047.7440000000001,450500.0,99800.0,2233400.0,105100.0,0.8758900000000001,1.734,0.98,1.0
7254,1.138,1.543333332,3677580.0,23.202133333333332,110.74815,9995.0,9995.0,828.417,561.15,835.566,123000.0,99800.0,670000.0,101899.99999999999,0.04063,0.19,0.981,0.975
7255,2.088,3.086666664,3133944.0,22.958283333333334,112.67658333333334,28300.0,28300.0,782.256,561.15,833.05,121300.00000000001,99800.0,659300.0,101899.99999999999,0.03184,0.134,0.981,0.975
7256,3.144,4.6299999960000005,8375409.0,23.112283333333334,117.36408333333334,60314.0,60314.0,864.9,561.15,853.962,139200.0,99800.0,758800.0,102000.0,0.12562,0.249,0.981,0.975
7257,4.161,6.173333328,14719282.0,25.7908,128.70698333333334,113745.0,113745.0,920.2479999999999,561.15,880.2189999999999,166400.0,99800.0,903700.0000000001,102200.0,0.17541,0.347,0.981,0.975
7258,5.14,7.71666666,21626507.999999996,32.07176666666667,141.08675,175249.0,175249.0,988.122,561.15,911.081,208800.0,99800.0,1124400.0,102600.0,0.2563,0.507,0.981,0.975
7259,6.175,9.259999992000001,29761084.0,38.44738333333333,146.57221666666666,246012.0,246012.0,1057.1509999999998,561.15,941.9449999999999,251300.0,99800.0,1341000.0,103000.0,0.34944000000000003,0.692,0.981,0.975
7260,7.148,10.803333324,39003379.0,44.633766666666666,151.95411666666666,332449.0,332449.0,1106.9679999999998,561.15,963.429,298400.0,99800.0,1578200.0,103499.99999999999,0.44778,0.887,0.981,0.975
7261,8.206,12.346666656,50987922.99999999,51.454116666666664,154.99823333333333,437945.0,437945.0,1204.603,561.15,1005.1,359800.0,99800.0,1873600.0,104099.99999999999,0.61232,1.212,0.981,0.975
7262,9.3,13.889999988,72758500.99999999,59.33945,162.36343333333335,645027.0,645027.0,1353.5659999999998,561.15,1051.1399999999999,453599.99999999994,99800.0,2301400.0,105100.0,0.90134,1.784,0.981,0.975
7263,1.138,1.543333332,4159840.0,23.186866666666667,110.78466666666667,9937.0,9937.0,841.7429999999999,561.15,837.481,124600.0,99800.0,678600.0,101899.99999999999,0.039670000000000004,0.206,0.981,0.976
7264,2.088,3.086666664,3230570.0,22.990433333333332,112.73978333333332,28657.0,28657.0,783.88,561.15,833.366,121700.00000000001,99800.0,660700.0,102000.0,0.02018,0.136,0.981,0.976
7265,3.144,4.6299999960000005,8375514.999999999,23.112283333333334,117.40616666666666,60315.0,60315.0,864.087,561.15,853.816,139200.0,99800.0,758100.0,102000.0,0.12528,0.248,0.981,0.976
7266,4.161,6.173333328,14719390.0,25.7908,128.73945,113735.0,113735.0,919.3589999999999,561.15,880.057,166400.0,99800.0,902800.0,102200.0,0.17498000000000002,0.346,0.981,0.976
7267,5.14,7.71666666,21626568.0,32.071799999999996,141.1016,175260.0,175260.0,987.138,561.15,910.898,208800.0,99800.0,1123200.0,102600.0,0.25574,0.506,0.981,0.976
7268,6.175,9.259999992000001,29761173.0,38.447199999999995,146.5891,245934.0,245934.0,1056.024,561.15,941.717,251200.0,99800.0,1339600.0,103000.0,0.34869999999999995,0.69,0.981,0.976
7269,7.148,10.803333324,39002760.0,44.63381666666667,151.96256666666667,332405.0,332405.0,1105.923,561.15,963.254,298400.0,99800.0,1576400.0,103499.99999999999,0.44695,0.885,0.981,0.976
7270,8.206,12.346666656,50989352.0,51.454883333333335,155.0058,438048.0,438048.0,1203.524,561.15,1004.93,359800.0,99800.0,1871500.0,104099.99999999999,0.61133,1.21,0.981,0.976
7271,9.3,13.889999988,72758994.0,59.33951666666667,162.37869999999998,645012.0,645012.0,1352.665,561.15,1050.978,453500.0,99800.0,2298600.0,105100.0,0.90026,1.782,0.981,0.976
7272,1.138,1.543333332,4836328.0,23.085716666666666,110.76631666666667,9580.0,9580.0,861.302,561.15,839.925,126699.99999999999,99800.0,689800.0,101899.99999999999,0.04242,0.229,0.981,0.977
7273,2.088,3.086666664,3472687.0,23.055966666666666,112.82424999999999,29401.0,29401.0,789.866,561.15,834.2959999999999,122600.0,99800.0,664800.0,102000.0,0.0032700000000000003,0.142,0.981,0.977
7274,3.144,4.6299999960000005,8375579.0,23.1123,117.44821666666667,60316.0,60316.0,863.2769999999999,561.15,853.669,139200.0,99800.0,757400.0,102000.0,0.12494,0.247,0.981,0.977
7275,4.161,6.173333328,14719376.0,25.790816666666668,128.77178333333333,113735.0,113735.0,918.471,561.15,879.894,166300.0,99800.0,901800.0000000001,102200.0,0.17454999999999998,0.346,0.981,0.977
7276,5.14,7.71666666,21627037.999999996,32.071799999999996,141.11665,175219.0,175219.0,986.159,561.15,910.716,208800.0,99800.0,1122100.0,102600.0,0.25517,0.505,0.981,0.977
7277,6.175,9.259999992000001,29761278.0,38.44696666666667,146.60598333333334,245961.0,245961.0,1054.9009999999998,561.15,941.49,251200.0,99800.0,1338300.0,103000.0,0.34796,0.689,0.981,0.977
7278,7.148,10.803333324,39002153.0,44.633916666666664,151.97101666666669,332402.0,332402.0,1104.8809999999999,561.15,963.0799999999999,298300.0,99800.0,1574700.0,103600.0,0.44613,0.883,0.981,0.977
7279,8.206,12.346666656,50990504.0,51.45548333333333,155.01326666666668,438031.0,438031.0,1202.446,561.15,1004.76,359700.0,99800.0,1869400.0,104099.99999999999,0.61034,1.208,0.981,0.977
7280,9.3,13.889999988,72760539.0,59.33946666666667,162.3941166666667,644878.0,644878.0,1351.7730000000001,561.15,1050.818,453400.0,99800.0,2295900.0,105100.0,0.8991899999999999,1.78,0.981,0.977
7281,1.138,1.543333332,5418896.0,22.93365,110.7134,9047.0,9047.0,879.1569999999999,561.15,841.905,128299.99999999999,99800.0,699000.0,101899.99999999999,0.053040000000000004,0.253,0.981,0.978
7282,2.088,3.086666664,3392253.0,23.035666666666668,112.85248333333334,29161.0,29161.0,786.92,561.15,833.75,122300.00000000001,99800.0,662400.0,102000.0,0.00724,0.139,0.981,0.978
7283,3.144,4.6299999960000005,8375750.0,23.1123,117.4904,60318.0,60318.0,862.468,561.15,853.524,139200.0,99800.0,756600.0,102000.0,0.12460000000000002,0.247,0.981,0.978
7284,4.161,6.173333328,14719534.0,25.790816666666668,128.80438333333333,113746.0,113746.0,917.586,561.15,879.732,166300.0,99800.0,900900.0,102200.0,0.17412,0.345,0.981,0.978
7285,5.14,7.71666666,21627251.0,32.07181666666666,141.13158333333334,175219.0,175219.0,985.1809999999999,561.15,910.534,208700.00000000003,99800.0,1120900.0,102600.0,0.25461,0.504,0.981,0.978
7286,6.175,9.259999992000001,29761342.0,38.446733333333334,146.62283333333335,246010.0,246010.0,1053.781,561.15,941.263,251200.0,99800.0,1336900.0,103000.0,0.34723,0.687,0.981,0.978
7287,7.148,10.803333324,39001572.0,44.633966666666666,151.97944999999999,332413.0,332413.0,1103.842,561.15,962.906,298300.0,99800.0,1573000.0,103600.0,0.44530000000000003,0.882,0.981,0.978
7288,8.206,12.346666656,50991354.00000001,51.45605,155.02065,438071.0,438071.0,1201.3719999999998,561.15,1004.591,359600.0,99800.0,1867400.0,104200.0,0.6093500000000001,1.206,0.981,0.978
7289,9.3,13.889999988,72761492.0,59.33958333333333,162.40933333333334,644950.0,644950.0,1350.8809999999999,561.15,1050.658,453300.00000000006,99800.0,2293100.0,105100.0,0.8981100000000001,1.778,0.981,0.978
7290,1.138,1.543333332,5666183.0,22.77133333333333,110.64953333333332,8481.0,8481.0,888.674,561.15,842.5,128800.0,99800.0,701800.0,101899.99999999999,0.10915,0.268,0.981,0.979
7291,2.088,3.086666664,3405279.0,23.038566666666668,112.89536666666666,29197.0,29197.0,786.5559999999999,561.15,833.607,122300.00000000001,99800.0,661800.0,102000.0,0.00313,0.139,0.981,0.979
7292,3.144,4.6299999960000005,8375844.999999999,23.11231666666667,117.53251666666667,60312.0,60312.0,861.661,561.15,853.3779999999999,139200.0,99800.0,755900.0,102000.0,0.12427,0.246,0.981,0.979
7293,4.161,6.173333328,14719673.0,25.790833333333335,128.83698333333334,113743.0,113743.0,916.703,561.15,879.571,166300.0,99800.0,900000.0,102200.0,0.17369,0.344,0.981,0.979
7294,5.14,7.71666666,21627148.999999996,32.071866666666665,141.14636666666667,175241.0,175241.0,984.203,561.15,910.351,208700.00000000003,99800.0,1119800.0,102600.0,0.25404,0.503,0.981,0.979
7295,6.175,9.259999992000001,29761394.0,38.446533333333335,146.6397,245932.0,245932.0,1052.664,561.15,941.036,251100.0,99800.0,1335500.0,103000.0,0.34649,0.686,0.981,0.979
7296,7.148,10.803333324,39000935.0,44.63401666666667,151.9878666666667,332290.0,332290.0,1102.8049999999998,561.15,962.732,298200.0,99800.0,1571300.0,103600.0,0.44448,0.88,0.981,0.979
7297,8.206,12.346666656,50992054.0,51.45655,155.02798333333334,438086.0,438086.0,1200.3,561.15,1004.422,359500.0,99800.0,1865299.9999999998,104200.0,0.60836,1.204,0.981,0.979
7298,9.3,13.889999988,72761943.0,59.33965,162.42433333333332,644997.0,644997.0,1349.9879999999998,561.15,1050.499,453099.99999999994,99800.0,2290400.0,105100.0,0.89704,1.776,0.981,0.979
7299,1.138,1.543333332,5133872.0,22.427316666666666,110.45651666666666,7301.0,7301.0,879.752,561.15,840.02,126600.0,99800.0,690200.0,101899.99999999999,0.2086,0.264,0.981,0.98
7300,2.088,3.086666664,3627315.0,23.090966666666667,112.97104999999999,29790.0,29790.0,792.138,561.15,834.578,123200.0,99800.0,666100.0,102000.0,0.0,0.146,0.981,0.98
7301,3.144,4.6299999960000005,8375902.0,23.11231666666667,117.57459999999999,60311.0,60311.0,860.856,561.15,853.232,139200.0,99800.0,755100.0,102000.0,0.12393000000000001,0.245,0.981,0.98
7302,4.161,6.173333328,14719743.999999998,25.79085,128.86951666666667,113751.0,113751.0,915.822,561.15,879.409,166300.0,99800.0,899100.0,102299.99999999999,0.17327,0.343,0.981,0.98
7303,5.14,7.71666666,21627486.0,32.07188333333333,141.16136666666668,175249.0,175249.0,983.231,561.15,910.17,208700.00000000003,99800.0,1118600.0,102600.0,0.25348,0.502,0.981,0.98
7304,6.175,9.259999992000001,29761424.0,38.44636666666667,146.65656666666666,246015.0,246015.0,1051.55,561.15,940.8109999999999,251100.0,99800.0,1334100.0,103000.0,0.34576,0.685,0.981,0.98
7305,7.148,10.803333324,39000410.0,44.63405,151.9963,332332.0,332332.0,1101.772,561.15,962.56,298100.0,99800.0,1569500.0,103600.0,0.44366,0.878,0.981,0.98
7306,8.206,12.346666656,50992560.0,51.457,155.03525,438090.0,438090.0,1199.23,561.15,1004.2529999999999,359500.0,99800.0,1863200.0000000002,104200.0,0.60738,1.202,0.981,0.98
7307,9.3,13.889999988,72762723.0,59.33971666666666,162.43933333333334,644803.0,644803.0,1349.0990000000002,561.15,1050.342,453000.0,99800.0,2287600.0,105100.0,0.8959699999999999,1.774,0.981,0.98
7308,1.138,1.543333332,3996402.0,22.23545,110.35098333333333,6649.0,6649.0,850.496,561.15,835.1329999999999,122800.0,99800.0,667900.0,101899.99999999999,0.24495999999999998,0.233,0.981,0.981
7309,2.088,3.086666664,3737386.0,23.11315,113.02663333333334,30052.0,30052.0,794.524,561.15,834.965,123600.0,99800.0,667800.0,102000.0,0.0,0.149,0.981,0.981
7310,3.144,4.6299999960000005,8375980.0,23.112333333333332,117.61671666666666,60320.0,60320.0,860.052,561.15,853.087,139200.0,99800.0,754400.0,102000.0,0.12359,0.245,0.981,0.981
7311,4.161,6.173333328,14719783.000000002,25.79085,128.90205,113755.0,113755.0,914.943,561.15,879.2479999999999,166300.0,99800.0,898199.9999999999,102299.99999999999,0.17284,0.342,0.981,0.981
7312,5.14,7.71666666,21627536.0,32.07191666666667,141.17623333333333,175247.0,175247.0,982.259,561.15,909.9879999999999,208700.00000000003,99800.0,1117500.0,102600.0,0.25292000000000003,0.501,0.981,0.981
7313,6.175,9.259999992000001,29761456.000000004,38.44625,146.67344999999997,246006.0,246006.0,1050.4389999999999,561.15,940.586,251100.0,99800.0,1332700.0,103000.0,0.34503,0.683,0.981,0.981
7314,7.148,10.803333324,38999883.0,44.634116666666664,152.00473333333332,332280.0,332280.0,1100.742,561.15,962.387,298100.0,99800.0,1567800.0,103600.0,0.44284,0.877,0.981,0.981
7315,8.206,12.346666656,50993012.0,51.45733333333333,155.04248333333334,438085.0,438085.0,1198.164,561.15,1004.0849999999999,359400.0,99800.0,1861100.0,104200.0,0.6063900000000001,1.2,0.981,0.981
7316,9.3,13.889999988,72763371.0,59.33981666666667,162.45423333333335,644725.0,644725.0,1348.214,561.15,1050.185,452900.0,99800.0,2284900.0,105100.0,0.8948999999999999,1.771,0.981,0.981
7317,1.138,1.543333332,2777311.0,22.174966666666666,110.32553333333334,6435.0,6435.0,814.967,561.15,829.836,118700.0,99800.0,644800.0,101899.99999999999,0.24795000000000003,0.191,0.981,0.982
7318,2.088,3.086666664,3845574.0,23.135233333333332,113.08253333333333,30296.0,30296.0,796.872,561.15,835.279,123900.00000000001,99800.0,669300.0,102000.0,0.0,0.152,0.981,0.982
7319,3.144,4.6299999960000005,8376147.000000001,23.112333333333332,117.65895,60324.0,60324.0,859.25,561.15,852.941,139100.0,99800.0,753700.0,102000.0,0.12325,0.244,0.981,0.982
7320,4.161,6.173333328,14719880.0,25.790866666666666,128.9347,113752.0,113752.0,914.066,561.15,879.087,166200.0,99800.0,897300.0000000001,102299.99999999999,0.17242000000000002,0.341,0.981,0.982
7321,5.14,7.71666666,21627676.0,32.07195,141.19115,175247.0,175247.0,981.2909999999999,561.15,909.807,208599.99999999997,99800.0,1116300.0,102600.0,0.25236000000000003,0.5,0.981,0.982
7322,6.175,9.259999992000001,29761502.999999996,38.4461,146.69033333333334,245938.0,245938.0,1049.3319999999999,561.15,940.361,250999.99999999997,99800.0,1331300.0,103000.0,0.3443,0.682,0.981,0.982
7323,7.148,10.803333324,38999289.0,44.63415,152.01315,332304.0,332304.0,1099.713,561.15,962.215,298000.0,99800.0,1566100.0,103600.0,0.44203000000000003,0.875,0.981,0.982
7324,8.206,12.346666656,50993335.0,51.457633333333334,155.04966666666667,438034.0,438034.0,1197.101,561.15,1003.917,359300.0,99800.0,1859100.0,104200.0,0.60541,1.199,0.981,0.982
7325,9.3,13.889999988,72764705.0,59.33976666666666,162.46916666666667,644752.0,644752.0,1347.333,561.15,1050.03,452799.99999999994,99800.0,2282200.0,105100.0,0.89384,1.769,0.981,0.982
7326,1.138,1.543333332,1613969.0,22.2649,110.39698333333334,6721.0,6721.0,774.983,561.15,824.1039999999999,114700.0,99800.0,620700.0,101899.99999999999,0.19508,0.142,0.981,0.983
7327,2.088,3.086666664,4009952.0,23.16235,113.14036666666665,30608.0,30608.0,800.627,561.15,835.938,124500.00000000001,99800.0,672200.0,102000.0,0.0,0.157,0.981,0.983
7328,3.144,4.6299999960000005,8376209.999999999,23.11235,117.70108333333333,60317.0,60317.0,858.449,561.15,852.7959999999999,139100.0,99800.0,753000.0,102000.0,0.12292,0.243,0.981,0.983
7329,4.161,6.173333328,14719888.0,25.790883333333333,128.96723333333333,113757.0,113757.0,913.191,561.15,878.927,166200.0,99800.0,896400.0,102299.99999999999,0.17199000000000003,0.34,0.981,0.983
7330,5.14,7.71666666,21627996.0,32.07196666666667,141.20615,175222.0,175222.0,980.326,561.15,909.627,208599.99999999997,99800.0,1115200.0,102600.0,0.2518,0.498,0.981,0.983
7331,6.175,9.259999992000001,29761550.0,38.44611666666666,146.70728333333332,245931.0,245931.0,1048.228,561.15,940.138,250999.99999999997,99800.0,1330000.0,103000.0,0.34357,0.68,0.981,0.983
7332,7.148,10.803333324,38998708.0,44.63421666666667,152.02155,332309.0,332309.0,1098.688,561.15,962.044,298000.0,99800.0,1564400.0,103600.0,0.44121000000000005,0.874,0.981,0.983
7333,8.206,12.346666656,50993653.0,51.457833333333326,155.05681666666666,438001.0,438001.0,1196.041,561.15,1003.75,359200.0,99800.0,1857000.0,104200.0,0.6044200000000001,1.197,0.981,0.983
7334,9.3,13.889999988,72765467.0,59.33981666666667,162.4839,645067.0,645067.0,1346.453,561.15,1049.875,452700.0,99800.0,2279500.0,105100.0,0.8927800000000001,1.767,0.981,0.983
7335,1.138,1.543333332,1081776.0,22.404833333333332,110.51378333333334,7177.0,7177.0,751.953,561.15,821.06,112799.99999999999,99800.0,608400.0,101899.99999999999,0.13611,0.111,0.981,0.984
7336,2.088,3.086666664,4056515.0,23.169,113.18655,30689.0,30689.0,801.281,561.15,835.9209999999999,124700.00000000001,99800.0,672100.0,102000.0,0.0,0.158,0.981,0.984
7337,3.144,4.6299999960000005,8376299.999999999,23.112366666666667,117.74325,60315.0,60315.0,857.651,561.15,852.651,139100.0,99800.0,752200.0,102000.0,0.12258,0.243,0.981,0.984
7338,4.161,6.173333328,14719980.0,25.790883333333333,128.99993333333333,113746.0,113746.0,912.319,561.15,878.766,166200.0,99800.0,895500.0,102299.99999999999,0.17157,0.34,0.981,0.984
7339,5.14,7.71666666,21628061.0,32.071999999999996,141.22105000000002,175275.0,175275.0,979.362,561.15,909.446,208599.99999999997,99800.0,1114100.0,102600.0,0.25124,0.497,0.981,0.984
7340,6.175,9.259999992000001,29761656.000000004,38.44611666666666,146.72424999999998,245923.0,245923.0,1047.127,561.15,939.915,250900.0,99800.0,1328600.0,103000.0,0.34284,0.679,0.981,0.984
7341,7.148,10.803333324,38998202.00000001,44.634249999999994,152.02996666666667,332291.0,332291.0,1097.666,561.15,961.8729999999999,297900.0,99800.0,1562700.0,103600.0,0.4404,0.872,0.981,0.984
7342,8.206,12.346666656,50993855.0,51.45801666666667,155.06393333333332,438016.0,438016.0,1194.984,561.15,1003.584,359200.0,99800.0,1854900.0,104200.0,0.60344,1.195,0.981,0.984
7343,9.3,13.889999988,72766190.99999999,59.339949999999995,162.49858333333336,644928.0,644928.0,1345.576,561.15,1049.722,452500.00000000006,99800.0,2276700.0,105100.0,0.89172,1.765,0.981,0.984
7344,1.138,1.543333332,922906.0,22.590083333333332,110.66896666666666,7787.0,7787.0,739.99,561.15,819.989,112200.00000000001,99800.0,604200.0,101899.99999999999,0.06527000000000001,0.092,0.981,0.985
7345,2.088,3.086666664,4450313.0,23.217316666666665,113.25731666666667,31255.0,31255.0,811.0889999999999,561.15,837.576,126099.99999999999,99800.0,679600.0,102000.0,0.0,0.171,0.981,0.985
7346,3.144,4.6299999960000005,8376411.0,23.112366666666667,117.78545000000001,60327.0,60327.0,856.8539999999999,561.15,852.506,139100.0,99800.0,751500.0,102000.0,0.12225,0.242,0.981,0.985
7347,4.161,6.173333328,14720100.0,25.790899999999997,129.0327,113743.0,113743.0,911.449,561.15,878.607,166200.0,99800.0,894600.0,102299.99999999999,0.17115,0.339,0.981,0.985
7348,5.14,7.71666666,21628226.000000004,32.07201666666666,141.23598333333334,175233.0,175233.0,978.401,561.15,909.2669999999999,208500.0,99800.0,1112900.0,102600.0,0.25068,0.496,0.981,0.985
7349,6.175,9.259999992000001,29761836.0,38.44623333333333,146.74128333333334,245925.0,245925.0,1046.03,561.15,939.693,250900.0,99800.0,1327200.0,103000.0,0.34212000000000004,0.677,0.981,0.985
7350,7.148,10.803333324,38997726.0,44.63428333333333,152.03838333333334,332256.0,332256.0,1096.647,561.15,961.703,297800.0,99800.0,1561000.0,103600.0,0.43959000000000004,0.87,0.981,0.985
7351,8.206,12.346666656,50993953.0,51.45818333333333,155.07101666666668,438056.0,438056.0,1193.9299999999998,561.15,1003.418,359100.0,99800.0,1852900.0,104200.0,0.60246,1.193,0.981,0.985
7352,9.3,13.889999988,72766985.99999999,59.33989999999999,162.51313333333334,644739.0,644739.0,1344.6999999999998,561.15,1049.569,452400.0,99800.0,2274000.0,105100.0,0.89066,1.763,0.981,0.985
7353,1.138,1.543333332,1255769.0,22.9622,110.95966666666666,9062.0,9062.0,745.848,561.15,821.85,113799.99999999999,99800.0,611800.0,101899.99999999999,0.014990000000000002,0.096,0.981,0.986
7354,2.088,3.086666664,4426274.0,23.212933333333336,113.29621666666667,31204.0,31204.0,809.6859999999999,561.15,837.303,126000.0,99800.0,678400.0,102000.0,0.0,0.17,0.981,0.986
7355,3.144,4.6299999960000005,8376523.999999999,23.112383333333334,117.82766666666666,60325.0,60325.0,856.058,561.15,852.361,139100.0,99800.0,750800.0,102000.0,0.12191,0.241,0.981,0.986
7356,4.161,6.173333328,14720181.0,25.790899999999997,129.06543333333335,113755.0,113755.0,910.581,561.15,878.447,166200.0,99800.0,893699.9999999999,102299.99999999999,0.17071999999999998,0.338,0.981,0.986
7357,5.14,7.71666666,21628555.0,32.07203333333333,141.25101666666666,175228.0,175228.0,977.443,561.15,909.088,208500.0,99800.0,1111800.0,102600.0,0.25013,0.495,0.981,0.986
7358,6.175,9.259999992000001,29762107.000000004,38.446400000000004,146.75840000000002,245970.0,245970.0,1044.937,561.15,939.472,250900.0,99800.0,1325900.0,103000.0,0.34139,0.676,0.981,0.986
7359,7.148,10.803333324,38997129.0,44.634366666666665,152.04676666666668,332281.0,332281.0,1095.63,561.15,961.533,297800.0,99800.0,1559300.0,103600.0,0.43878,0.869,0.981,0.986
7360,8.206,12.346666656,50994032.0,51.45826666666667,155.07806666666664,438090.0,438090.0,1192.879,561.15,1003.252,359000.0,99800.0,1850800.0,104200.0,0.60149,1.191,0.981,0.986
7361,9.3,13.889999988,72768300.99999999,59.339949999999995,162.52776666666665,644794.0,644794.0,1343.8310000000001,561.15,1049.4180000000001,452299.99999999994,99800.0,2271300.0,105100.0,0.88961,1.761,0.981,0.986
7362,1.138,1.543333332,1838506.0,23.257766666666665,111.20631666666667,10110.0,10110.0,761.245,561.15,825.0559999999999,116300.0,99800.0,624900.0,101899.99999999999,0.00232,0.112,0.981,0.987
7363,2.088,3.086666664,4604679.0,23.225649999999998,113.34526666666667,31357.0,31357.0,814.23,561.15,837.891,126600.0,99800.0,681000.0,102000.0,0.0,0.175,0.981,0.987
7364,3.144,4.6299999960000005,8376652.0,23.112383333333334,117.8699,60330.0,60330.0,855.265,561.15,852.216,139100.0,99800.0,750000.0,102000.0,0.12158,0.241,0.981,0.987
7365,4.161,6.173333328,14720256.000000002,25.790916666666664,129.0982,113753.0,113753.0,909.716,561.15,878.288,166100.0,99800.0,892800.0000000001,102299.99999999999,0.1703,0.337,0.981,0.987
7366,5.14,7.71666666,21628629.0,32.072066666666665,141.26591666666667,175242.0,175242.0,976.487,561.15,908.908,208500.0,99800.0,1110700.0,102600.0,0.24957000000000001,0.494,0.981,0.987
7367,6.175,9.259999992000001,29762517.999999996,38.446749999999994,146.77563333333333,245963.0,245963.0,1043.847,561.15,939.252,250800.0,99800.0,1324500.0,103000.0,0.34068,0.674,0.981,0.987
7368,7.148,10.803333324,38996680.0,44.6344,152.05516666666665,332288.0,332288.0,1094.617,561.15,961.3629999999999,297700.0,99800.0,1557600.0,103600.0,0.43796999999999997,0.867,0.981,0.987
7369,8.206,12.346666656,50994024.00000001,51.45826666666667,155.08506666666665,438081.0,438081.0,1191.83,561.15,1003.088,358900.0,99800.0,1848800.0,104200.0,0.60051,1.189,0.981,0.987
7370,9.3,13.889999988,72767910.0,59.34011666666667,162.54193333333333,644906.0,644906.0,1342.955,561.15,1049.266,452200.0,99800.0,2268600.0,105100.0,0.8885500000000001,1.759,0.981,0.987
7371,1.138,1.543333332,3337661.0,23.5405,111.45783333333334,11151.0,11151.0,805.303,561.15,832.463,122100.00000000001,99800.0,656400.0,101899.99999999999,0.0,0.164,0.981,0.988
7372,2.088,3.086666664,4894715.0,23.241049999999998,113.39586666666668,31534.0,31534.0,821.4399999999999,561.15,838.925,127499.99999999999,99800.0,685800.0,102000.0,0.0,0.184,0.981,0.988
7373,3.144,4.6299999960000005,8376760.0,23.112399999999997,117.91215,60331.0,60331.0,854.473,561.15,852.071,139100.0,99800.0,749300.0,102000.0,0.12124000000000001,0.24,0.981,0.988
7374,4.161,6.173333328,14720333.999999998,25.790916666666664,129.13098333333335,113761.0,113761.0,908.852,561.15,878.129,166100.0,99800.0,891900.0,102299.99999999999,0.16988,0.336,0.981,0.988
7375,5.14,7.71666666,21628781.000000004,32.0721,141.28086666666667,175280.0,175280.0,975.533,561.15,908.7289999999999,208500.0,99800.0,1109500.0,102600.0,0.24902000000000002,0.493,0.981,0.988
7376,6.175,9.259999992000001,29763147.999999996,38.44716666666667,146.793,245981.0,245981.0,1042.761,561.15,939.033,250800.0,99800.0,1323200.0,103000.0,0.33996000000000004,0.673,0.981,0.988
7377,7.148,10.803333324,38996178.0,44.63441666666667,152.06356666666667,332365.0,332365.0,1093.605,561.15,961.194,297700.0,99800.0,1555900.0,103600.0,0.43717,0.866,0.981,0.988
7378,8.206,12.346666656,50993953.0,51.45825,155.09204999999997,438011.0,438011.0,1190.7849999999999,561.15,1002.923,358800.0,99800.0,1846699.9999999998,104200.0,0.5995400000000001,1.187,0.981,0.988
7379,9.3,13.889999988,72769720.99999999,59.33998333333333,162.55648333333332,644783.0,644783.0,1342.0929999999998,561.15,1049.117,452100.0,99800.0,2265900.0,105100.0,0.88751,1.757,0.981,0.988
7380,1.138,1.543333332,5586766.0,23.3338,111.38858333333333,10422.0,10422.0,869.9359999999999,561.15,841.451,129299.99999999999,99800.0,697000.0,101899.99999999999,0.00184,0.242,0.981,0.989
7381,2.088,3.086666664,4858975.0,23.238,113.43543333333334,31502.0,31502.0,819.605,561.15,838.678,127400.0,99800.0,684600.0,102000.0,0.0,0.182,0.981,0.989
7382,3.144,4.6299999960000005,8376856.0,23.112399999999997,117.95438333333333,60332.0,60332.0,853.683,561.15,851.927,139100.0,99800.0,748600.0,102000.0,0.12090999999999999,0.239,0.981,0.989
7383,4.161,6.173333328,14720400.0,25.79093333333333,129.1638,113753.0,113753.0,907.99,561.15,877.97,166100.0,99800.0,891000.0,102299.99999999999,0.16946000000000003,0.335,0.981,0.989
7384,5.14,7.71666666,21628912.999999996,32.07213333333333,141.29581666666667,175285.0,175285.0,974.581,561.15,908.5509999999999,208400.0,99800.0,1108400.0,102600.0,0.24846000000000001,0.492,0.981,0.989
7385,6.175,9.259999992000001,29764028.0,38.447783333333334,146.81056666666666,245939.0,245939.0,1041.6799999999998,561.15,938.816,250800.0,99800.0,1321800.0,103000.0,0.33925,0.672,0.981,0.989
7386,7.148,10.803333324,38995709.0,44.63443333333333,152.07195,332344.0,332344.0,1092.597,561.15,961.026,297600.0,99800.0,1554200.0,103600.0,0.43636,0.864,0.981,0.989
7387,8.206,12.346666656,50993926.0,51.458216666666665,155.09900000000002,437990.0,437990.0,1189.743,561.15,1002.76,358800.0,99800.0,1844600.0000000002,104200.0,0.59857,1.185,0.981,0.989
7388,9.3,13.889999988,72770244.0,59.34005,162.5707,644774.0,644774.0,1341.2269999999999,561.15,1048.9679999999998,451999.99999999994,99800.0,2263200.0,105100.0,0.88646,1.755,0.981,0.989
7389,1.138,1.543333332,6095554.0,22.202283333333334,110.70695,6518.0,6518.0,900.797,561.15,841.7189999999999,129000.0,99800.0,698200.0,101899.99999999999,0.2582,0.297,0.981,0.99
7390,2.088,3.086666664,5107432.0,23.242250000000002,113.4784,31554.0,31554.0,825.7529999999999,561.15,839.505,128200.0,99800.0,688400.0,102000.0,0.0,0.19,0.981,0.99
7391,3.144,4.6299999960000005,8376942.999999999,23.112416666666665,117.9966,60332.0,60332.0,852.894,561.15,851.7819999999999,139100.0,99800.0,747900.0,102000.0,0.12058,0.239,0.981,0.99
